MAGIC_KEY,MEAT
2BCFE9C06A7,3.6385384615384653
2C2A872B5A2,2.9587142857142834
2C6A897671B,2.1741755795360747
2C6F1287F53,2.202182054367747
2C658198CC9,2.133847585467011
2C4EE37B731,2.197325469926764
2BCAFB5E7AC,1.596992857142857
2CA4F46043F,2.141190476190473
2C4AF45B6F7,2.1871631741220288
2CE77C1AC2C,2.0639314726851934
2C4C052E857,2.141190476190473
2BFCDB1D94C,2.0853818174053615
2CC38CC61FD,6.916638151779353
2BE99772504,2.2686429072190055
2C4AEC9B62B,2.387945534193634
2CD1FBF9E34,2.255932182189976
2C638F2AD5E,2.4937636102545544
2CC9C1CFD74,3.1885201021717107
2C968606E13,3.172394516594516
2C58F02C227,2.141190476190473
2C51E9CD019,9.362852941176481
2CB37155EE0,2.181977166224796
2C6BF62ED3B,2.1585899116122262
2C2C53B5CE2,3.5208251051530324
2C3119BC786,2.0639314726851934
2C76DB74126,6.2361189450584105
2BEFA4EAD8C,3.280059865262146
2CE615BA665,2.602402292152291
2C67DEAE590,6.916638151779353
2CBDD4FFB20,3.6385384615384653
2BCFE9F4972,2.0050701596384735
2C2BE9CB52D,1.992070421398416
2CEBD26DFD4,2.4937636102545544
2BCED9701ED,3.1643999999999983
2CE79584C36,1.596992857142857
2C2D59222F5,2.3847436507936504
2C6D0AD25B3,2.1840774287526856
2CB93D8F0C8,2.16376775910159
2CB9F9EC621,2.2097806076328306
2BC82E22FE6,2.196497108314812
2C29C95A2F8,2.115249276224253
2CB02853406,3.1643999999999983
2C4EE802265,3.6385384615384653
2C29F471722,2.333148993326934
2BC7A49A5F6,2.9587142857142834
2C65D50A62E,2.199999999999996
2C4E20A5C00,2.1411641213232295
2C317E052FE,3.1643999999999983
2C1C81B1E8C,2.191955908978146
2CEA12E2E76,8.462391608391615
2C07D58DA96,2.237892735042731
2CEF2EA2489,2.3847436507936504
2C56039AC04,3.6385384615384653
2C2F75C1B2F,3.655814352408858
2BECC96D07C,2.0597702547452545
2CE7945CF33,3.1643999999999983
2BC94B7AEB7,0.5300160106378126
2C374EEE523,6.2361189450584105
2C2BF977922,2.222084737663658
2C7D5B398FF,6.916638151779353
2C5B1BFF056,5.61126369074753
2BF41C59411,3.6385384615384653
2BCFC41F3EB,1.9934597596639654
2BCFD05BD7E,2.2935309523809537
2C2E0242CEA,2.1021507936507917
2BE023ED0DB,2.18018721078543
2C39DC93948,3.6385384615384653
2CEF685A126,2.384124503190868
2C02C455E39,5.61126369074753
2C6B8D9DF8E,2.3847436507936504
2C658C136BE,2.181977166224796
2CD50BCB1C0,2.295273886908964
2C769C55114,2.1741755795360747
2BE38D326BF,2.391334044978294
2C2C4852677,2.228523380085145
2C82BA4BC7F,2.068016657039136
2CE79022814,3.6385384615384653
2BD93F43445,5.022419047619052
2CA7A74A9F6,2.183350793650793
2C9CA28666C,2.273032142857143
2BEA862F06F,2.185931655477243
2BFBD383923,3.1643999999999983
2C079D55BEF,5.61126369074753
2C39EBA9EA0,6.19254312354313
2C4BDDF3823,2.3129239803969672
2CB6E2E446C,3.1643999999999983
2C894EEB5DD,6.916638151779353
2C9C0CE5C66,2.199999999999996
2CDCEDE8CD4,6.2361189450584105
2C015AE0C57,2.1435178085803086
2E224CE9C74,2.187685614851682
2BC9C3B933C,2.133847585467011
2BCE5884FEF,3.1643999999999983
2BF43EDACF0,2.2189538461538425
2BFCBC4AB5C,2.096163913828477
2C8D88106CF,2.18685967756739
2BF8FE9A36C,3.6385384615384653
2C47168C225,6.2361189450584105
2CF2852FDAE,3.6385384615384653
2C23E9DAACD,1.9635304217291496
2CDC44B7E3C,2.199999999999996
2BCC7D5275C,2.183350793650793
2C13FE6758C,3.6385384615384653
2C4BE6939A2,6.916638151779353
2CE79B508D1,1.6431809523809522
2C4EC5D7B5D,2.4554828297939637
2C9FBF37977,2.364476474528224
2C51D62F438,2.265571057252125
2C2C3EF0F53,2.189449884938812
2CD1E6D5E60,2.417139062698381
2C3ADD41125,2.1741755795360747
2A607260111,2.1469025968675393
2BE6C8FD127,2.9620407245532236
2C279F0364F,2.2935309523809537
2BE9A2EB32C,3.6385384615384653
2C410C37F06,1.966520567230017
2C4DD4CB5EC,3.6385384615384653
2C5311EAA11,6.916638151779353
2C9837E2F37,4.139347523359691
2CA2D9C1FF7,2.213142892274698
2D7282C6DEB,2.138622668476021
2BD13F09E79,2.2708699495949882
2C7211F2E5E,2.1254239894271443
2BF12B72BF8,5.022419047619052
2C18417379C,6.181860904163635
2CBF7AAEFC6,2.0639314726851934
2CC8C4EB3CF,2.228523380085145
2BDED1EE9EE,2.2935309523809537
2C41D95AEEC,0.5609965714308993
2BF269C7A26,2.133847585467011
2BF6B47689E,4.139347523359691
2C4E1C199EB,4.119286263112619
2CCB8B049D4,6.916638151779353
2C14F88C6B5,1.9676690585682648
2BE8997D818,2.165621145913759
2BE9FAAE217,2.2086833430428148
2C2C7CF2108,2.134386761184382
2C4495DBDAE,2.1752189238245787
2C757534C33,1.9861290589037615
2C921C0FC54,2.1585899116122262
2CAF1C1947C,2.210963405264024
2CBB9DBAC54,2.165279513953721
2BEC78B5124,2.189214269598566
2C6A7F34028,2.1741755795360747
2C88804EDFE,3.6385384615384653
2CD5D3A82CC,2.138622668476021
2CE9A11F1C8,2.1741755795360747
2CAB5DAFEE3,2.2686429072190055
2BCFAF507B6,6.916638151779353
2BE62CBCE3F,3.1643999999999983
2BF336169FE,3.207933034887771
2C20F88C0E5,2.189449884938812
2CA19E795E8,2.9620407245532236
2CA790DBE13,3.6385384615384653
2CEBEA594CB,2.181977166224796
2C4291D8F34,2.9587142857142834
2C469CC53E7,2.273032142857143
2C88965C59D,3.6385384615384653
2C9DDCEABCA,2.1126373206790925
2CB6E8C201B,5.61126369074753
2BD482F4B0E,2.2686429072190055
2CC2ED46380,2.597427705627707
2BCAF80AB04,2.202182054367747
2C385BCBA99,3.2763943981973545
2BCFA5D8D80,3.1643999999999983
2C669BFD41A,2.2686429072190055
2CE7A591553,4.119286263112619
2C1FAD3FD43,2.1254239894271443
2C20F7C5BED,2.602402292152291
2BC3B1638FE,5.61126369074753
2BDBE84E585,2.2938044779038713
2CA88FECB24,2.417139062698381
2CBF496C167,2.9587142857142834
2C4AF048E37,2.417139062698381
2C5BD68ACC3,2.1991874999999963
2CC9B795E7D,2.1435178085803086
2AC0AD6F852,6.19254312354313
2BC44264B31,2.391334044978294
2BCFB3BB169,2.196497108314812
2BD58A1FBDD,2.1196743605738395
2BE28C9006B,2.4517641025641015
2BEF340DB55,3.6385384615384653
2BFED83DA59,4.139347523359691
2C4ADA91953,2.141190476190473
2C4EDDE48B6,2.1752189238245787
2CA19EE8CD0,2.199999999999996
2CACB7AEA0C,2.1781510859243913
2E5E4A47984,4.139347523359691
2CA597412EC,2.4700159840159834
2C8F2706A9F,2.0779013391194727
2CA399506B3,2.237892735042731
2D2DCE171AD,2.333148993326934
2BCA1B3B362,2.2086833430428148
2BD2C14FCE6,3.6385384615384653
2BD7D66B252,2.2161986069486077
2C0A32CD3BB,2.1435178085803086
2C13FE7DC65,3.6385384615384653
2C2A114A639,6.19254312354313
2C2EC7E9BE4,2.738101262626263
2C40F631C80,3.6385384615384653
2C4EC3624F7,3.6385384615384653
2C4EF599CAA,2.1913978284500755
2C7CC8F7D2A,3.6385384615384653
2C9D8A0D2CA,2.2189538461538425
2CBAB51E995,2.299414208088163
2CEF76AFFF5,5.61126369074753
2BD4D148F4D,2.1486842056550244
2C236FCF8E8,4.119286263112619
2C4AF71D172,3.1643999999999983
2C5794A589A,2.222084737663658
2C596C404A5,5.61126369074753
2CA65E340D8,3.1643999999999983
2C75D1AF43B,0.386915468537712
2C5343CE4CF,2.5544428571428575
2C53445373B,2.2539677877677873
2C5AEE77152,2.6150000000000024
2C0ECE64BAD,2.167224012045036
2C34A544D4A,2.183350793650793
2CE1E85E7E7,3.6385384615384653
2C2A1D77A45,2.0639314726851934
2C960E94567,2.2708699495949882
2BD4AE863E2,2.4937636102545544
2BD94EB9737,2.3129239803969672
2BDA07D1653,2.0779013391194727
2BF16E61F5B,2.333148993326934
2C7F85089AF,3.6385384615384653
2C90B60649D,4.119286263112619
2CB6654A950,2.1196743605738395
2BD0B05F79E,2.177126215848938
2C4CA6746A9,2.2097806076328306
2CD769F42B0,2.1752189238245787
2C2B2ACBBBC,2.197325469926764
2C2ED81FDD1,2.1920577028654096
2C399DCBED4,9.342276103308457
2C669C668CC,2.299414208088163
2C885E30F29,2.1552085761460766
2CB23269B6B,4.139347523359691
2CE99FD7A9B,2.0930787417000296
2CF41741E01,2.2097806076328306
2BE4703FB71,2.2097806076328306
2C0F1B131CF,2.1752189238245787
2BC955CD2BF,2.332874410883235
2BEC3B3F411,2.237892735042731
2C05C9700D0,6.916638151779353
2C13FE552B1,3.6385384615384653
2C15D3C2FFB,1.903130323696771
2C1A76556A4,2.2005908983441844
2C298E87552,2.2189538461538425
2C39D333C95,2.1901846087895267
2C4EC2BAB0D,1.8911640643763752
2C4EE321806,3.6385384615384653
2C56F69DF33,3.1643999999999983
2C7AC924F9B,2.3426848364870425
2C7C4D10FEC,2.3129239803969672
2C847EE9541,2.1469025968675393
2CA4A767C07,2.141190476190473
2CB13D538FD,2.115249276224253
2CD4E3DCAC4,2.199999999999996
2D36352B9F4,2.215954659636103
292E878A7C9,0.5739685037054066
2C8A325222C,2.187685614851682
2D01396AFA1,5.61126369074753
2BC5B45B384,1.8512878902563055
2BDBC2C66F6,5.61126369074753
2C4E576E51B,2.1913978284500755
2C723B76ED4,6.2361189450584105
2C7475B8FFF,3.0921105620143914
2C8EBF1E5F8,2.2062922122954074
29022BD9FCF,0.5952384845922543
29230E3DFC2,1.1672719155113889
2C1C33A3C2C,0.8140087301587297
2C3462625E1,0.6600921277501746
290C9DBA842,0.16730968796425455
2A046A740EB,1.465
2CD5F0A88B4,1.8608119332782425
293944378CF,3.741439682539683
2BFCB915234,2.5544428571428575
2C534068CDA,2.6150000000000024
290E83AD8E2,3.290384579823089
2BFEEC8B820,2.098907387355946
2C273710B74,2.1585899116122262
2C40F837837,2.196497108314812
2CB442680EC,2.0597702547452545
2CE1AB7B856,2.213142892274698
2CF242F4C68,2.0853818174053615
2C4AE345FAC,2.237892735042731
2CA91FD15A4,2.1719257256228057
2BD41F11411,2.2097806076328306
2BF578116DC,2.3847436507936504
2BF60F9F3C1,2.3530380945851532
2C13E602ECE,2.2185979834887295
2C214E2A544,4.119286263112619
2C241519201,2.1752189238245787
2C377058969,2.189449884938812
2C3AD2AA1E8,2.2088840252758257
2C3CDB22F65,2.4517641025641015
2C528BAC1EA,2.185931655477243
2C7BCDB2BA5,4.139347523359691
2C7D3951766,2.384124503190868
2C85CCDD015,2.1867818619489525
2CB9043F5FA,2.155460195360196
2CC14D51F44,2.332874410883235
2CC71E7346B,2.1552085761460766
2CC9D55140D,2.18018721078543
2CD18E902CF,2.4517641025641015
2CD881B9ACB,3.6385384615384653
2CE07CF8A7D,2.167224012045036
2CF11D78B33,2.0779013391194727
2CD781C2E98,2.611199999999998
2BF40E3ACEF,2.331054041957183
2C12CF70178,2.165621145913759
2C3AD39A73E,2.187685614851682
2C4B20089BE,2.265571057252125
2C7F2906819,1.966520567230017
2C817C7DEF5,2.2938044779038713
2CB07CE9953,2.187685614851682
2CBA8081103,2.068016657039136
2CEB1E2CC71,1.6431809523809522
2CF70C02811,2.175754406161204
2BC89C58EB2,2.1719257256228057
2BCC9CE17D7,2.1254239894271443
2BCD712D342,2.602402292152291
2BCE24E1B59,2.295273886908964
2BCF4BB7A5D,3.1643999999999983
2BE9EDC1E2C,2.187685614851682
2BEA9E423C5,3.6385384615384653
2BF585EC5AC,2.068016657039136
2C39E5F4517,1.573722907647908
2C4E6608003,5.61126369074753
2C682E0F834,2.2708699495949882
2C69CCD688C,2.0779013391194727
2C79C36A374,2.2189538461538425
2C8F1E0CDBC,2.384124503190868
2C91413A38B,2.1469025968675393
2C969111BFD,2.16376775910159
2CA8C21DCDA,2.1469025968675393
2CA9FDDA1CF,2.1486842056550244
2CABC7B6FA7,5.61126369074753
2CAF1BA55CF,2.332874410883235
2CBC79727CF,5.127316999718548
2CD1F9F647C,2.175754406161204
2CD66025AE6,2.2938044779038713
2CD88A7E200,2.1469025968675393
2CDFF8570E9,2.194339546942331
2CE785ECD1B,2.1552085761460766
2CE9BD31FAE,2.183589270459955
2CFE55BE26B,3.1643999999999983
2D355D72626,2.2686429072190055
2C32C19199B,0.3871775613275613
28D616AA58A,0.40682066655306925
28DC8B9D642,0.2814842591868833
29313A1C8C6,0.3190512613408845
2BE4E1F557B,0.5381648037253548
295C06768B2,0.3318256429247711
2900601E583,0.17455919807861217
2C0A10A215E,1.596992857142857
2CDB9E60B69,2.2449877582267557
2CE1CAA81AA,1.9693721439422316
2BEFA90DEB6,2.384124503190868
2BFC12C50B3,2.202182054367747
2C18032DE79,2.1254239894271443
2C1FB402CBF,2.299414208088163
2C2715C3404,2.134277300640536
2C46A8D8871,2.3530380945851532
2C4C1D72D5D,2.128799147208566
2C90965B668,2.2935309523809537
2CD987BECCF,2.417139062698381
2CD9D01AE4F,2.194339546942331
2BC754537F7,1.596992857142857
2BCFB60E051,4.139347523359691
2BDEFF0C524,1.6926028544541123
2BE8333CBFF,0.466905698112592
2BEFA461EB0,3.6385384615384653
2C0DC64D1F8,3.6385384615384653
2C112EDF8A2,2.602402292152291
2C2764DBF03,2.2086833430428148
2C293FC0910,2.375879310623718
2C2EB2B0FA8,3.6385384615384653
2C4BE48D296,1.6431809523809522
2C4BFF471C9,2.2005908983441844
2C5060E5304,5.61126369074753
2C587C262C2,2.162573570461067
2C5B6954146,3.6385384615384653
2C6A3333DB4,5.61126369074753
2C988814D07,3.6385384615384653
2CB027C379F,3.6385384615384653
2CB54AEB519,2.199999999999996
2CBC4DE4016,2.265571057252125
2CCC4AE9712,2.1021507936507917
2CD25BA53D8,2.1013970042787933
2CEA31A6AA6,1.596992857142857
2CEC9A4123A,2.3530380945851532
2D4CB81B1AC,5.61126369074753
2A5FA995075,0.34806705914590885
2C32EFDAE44,2.238284068709069
2C4C740CC62,0.19271056787775534
2C7BC85C461,1.5792666666666673
2C802A48422,1.5506428571428574
2CC8BF5E7C1,0.10887513380281351
2CE63E98762,0.9862204073704077
2CEC82436A1,0.45426675115147797
2CEE205C712,0.2883453462660702
2D003E8F2CE,0.4425695581812236
29F30296E7B,0.35016302720879317
2BDD86B1445,1.6260221744543737
2BE4BB6CCF3,2.7393868154726566
2CAA8250822,2.788664892043563
2BDED731B74,2.410000000000004
293C9D3993E,3.460140476190475
2C0AAE4519F,2.719536479697895
2C141443B7B,2.738101262626263
2BC58D95C6E,1.9853915673231464
2BD6EE7E9EB,2.0779013391194727
2BDDD3AE07B,2.1840774287526856
2BE7DD62467,4.874245985062372
2C0EE0D9B6F,2.237892735042731
2C13F6C5FCE,2.2712984741399476
2C13FE592E8,5.61126369074753
2C1BAE817F1,2.299414208088163
2C2373200AE,1.596992857142857
2C28604563E,2.1254239894271443
2C3C885885C,2.3703454062277585
2C5AC679108,6.181860904163635
2C81D358531,2.0639314726851934
2C8DE58477E,1.966520567230017
2C97730436D,2.1778285989710637
2CAF050363D,2.2514384574710777
2CB7022F8CE,2.4864580120043343
2CB9C5A57D8,2.4937636102545544
